,B Cells,Blood Cells,CM1,CM2,CM3,CM4,CM5,EC,EPI,EndoEC,FB,Glial,Macrophage,Pericyte/SMC,T cells
Mfge8,0.025815811,0.13527042,0.30044794,0.37295678,0.3021093,0.8713051,0.56452006,1.1589683,0.78618336,1.2626672,1.2573696,0.117425434,0.22433823,1.83702,0.08785719
Mfhas1,0.0109138945,0.02224455,0.36348903,0.70254517,0.50171214,0.044852354,0.34296966,0.05840808,0.17161144,0.032020923,0.046675917,0.04039253,0.033642843,0.05409136,0.005542671
Mfn1,0.029518273,0.01911368,1.0585428,1.355822,1.1856279,0.15534112,0.9064968,0.04962927,0.12971227,0.057981398,0.054845303,0.020423569,0.046992198,0.037332904,0.07255603
Mfn2,0.0060651707,0.015433486,0.4586679,0.58223987,0.5703732,1.3666583,0.5077893,0.048079416,0.14294133,0.05924787,0.05288615,0.023246083,0.045296285,0.05837182,0.050077133
Mfng,0.0778558,0.083804436,0.0038765792,0.011143248,0.009330657,0.035192706,0.009597546,0.47935417,0.043304563,0.12913589,0.00614869,0.025450043,0.06612839,0.022412952,0.16249925
Mfsd1,0.03677404,0.02436461,0.035563864,0.053821605,0.048543558,0.115001045,0.03764148,0.14858888,0.383641,0.300123,0.17321098,0.09992544,0.66885394,0.077820726,0.07335916
Mfsd10,0.084156774,0.056565575,0.040410176,0.099661306,0.07060517,0.06069384,0.06147805,0.14704387,0.8121591,0.25614202,0.30661604,0.1330638,0.24820015,0.1665831,0.29728675
Mfsd11,0.13965805,0.024654824,0.1905128,0.2766564,0.2152544,0.023371927,0.12615347,0.10839086,0.22045499,0.12564448,0.15678285,0.062845,0.32009038,0.07334355,0.100672066
Mfsd12,0.02860962,0.011972396,0.022471698,0.04685577,0.038945127,0.09938319,0.009337186,0.027521733,0.120167054,0.04720488,0.037566733,0.023234611,0.26677242,0.018191325,0.05607166
Mfsd5,0.03112112,0.0062491833,0.003416311,0.019131528,0.0052532707,0.067795515,0.016106395,0.053553328,0.19801307,0.10858166,0.07305618,0.06374897,0.09599946,0.03078791,0.045225557
Mfsd6,0.0065789013,0.016237471,0.0024502967,0.0378461,0.015005062,0.017319102,0.0128668975,0.07683196,0.1520988,0.119173706,0.017218664,0.043457802,0.020579245,0.0132998405,0.051037498
Mfsd8,0.0061749713,0.009369878,0.020887995,0.027791273,0.03666298,0.0032430368,0.03641528,0.019983359,0.037480187,0.018512746,0.023556214,0.021765947,0.01928032,0.017626096,0.01688422
Mga,0.17209491,0.052976843,0.10456144,0.26688808,0.2079438,0.009867087,0.32345468,0.15211289,0.33313206,0.21227288,0.21729545,0.10945424,0.12063531,0.101721615,0.090168744
Mgarp,0.0076964903,0.00453857,0.0018055784,0.0071199313,0.0045381943,0.022740386,0.025218675,0.0047148373,0.032277726,0.00939427,0.028218674,0.041914765,0.02454747,0.0021868295,0.035654377
Mgat1,0.14403635,0.05638346,0.007965147,0.061443042,0.0120939715,0.21353246,0.060599722,0.22583863,0.39705238,0.26477742,0.23964067,0.06462711,0.16695757,0.0999413,0.07410779
Mgat2,0.2883212,0.11947689,0.057197005,0.13230363,0.057420287,0.3074313,0.10706309,0.35150722,1.2168888,0.72842675,0.6686091,0.2290954,0.44098067,0.21617755,0.3817797
Mgat4a,0.04409839,0.04097715,0.0010142559,0.05039521,0.010695935,0.004589666,0.046337627,0.21883878,0.118307926,0.16019075,0.027260764,0.025851248,0.13398434,0.062315818,0.02945893
Mgat4b,0.009952555,0.06211374,0.09277015,0.18147516,0.1391133,0.3552459,0.08005462,0.3086341,0.27672437,0.3275484,0.09713659,0.13920568,0.12913172,0.08748128,0.041400135
Mgat4e,0.2776562,0.06139933,0.00042849252,0.009295515,0.0023637149,0.0020832631,0.0074349386,0.00016850147,0.0043205596,0.0047092717,0.00018944728,0.5578693,0.00034938258,0.00073918916,0.20586376
Mgat5,0.012339075,0.01583406,0.17679715,0.43826964,0.2233715,0.002808273,0.2273565,0.046392955,0.05281369,0.09542818,0.03574578,0.023534624,0.08279622,0.0263664,0.049259644
Mgl2,0.016343657,0.0051748515,0.00087246054,0.0034865206,0.0015819571,0.0013719753,0.002067441,0.00022909102,0.0064786104,0.0017245525,0.0019975281,0.24796212,0.05669363,0.0010711559,0.016449068
Mgll,0.22403991,0.6243001,0.22079979,0.29011747,0.2292918,0.51346916,0.16123004,2.6649423,1.0010469,0.21919812,0.18035147,0.10247266,0.18592568,0.4105772,0.19554503
Mgmt,0.030310059,0.019989688,0.005370542,0.03261827,0.018946715,0.0070707286,0.011522422,0.11248669,0.15343852,0.056077033,0.09432971,0.019034715,0.076413445,0.043179862,0.057991665
Mgp,0.26263866,0.35201123,0.36796358,0.4324739,0.4023135,1.0672432,0.37433025,1.0280193,26.265448,7.015345,6.2458997,0.5216538,0.8952867,2.9293184,0.47276127
Mgrn1,0.0678038,0.025020387,0.39068812,0.53730816,0.494574,0.2642165,0.14899658,0.10967304,0.29692718,0.12696132,0.1635536,0.06367604,0.16566455,0.14303221,0.055106267
Mgst1,0.069430396,0.0136632575,0.036693998,0.022157928,0.05704114,0.12419834,0.033722136,0.12092055,8.331475,0.47561765,0.16878438,0.051188987,0.64956516,0.029324586,0.09237367
Mgst2,0.09980022,0.007175469,0.0012742059,0.006729877,0.0050398475,0.0052779787,0.005940234,0.0006027992,0.06441034,0.0048059705,0.0017115247,0.046852663,0.044049725,0.00238181,0.08429165
Mgst3,0.04115971,0.23579621,0.2861468,0.44325432,0.44463328,2.845873,0.14811291,0.27380607,0.43096888,0.23500974,0.15292399,0.11065338,0.26524553,0.7650775,0.20015405
Mhrt,0.006817926,0.003368113,3.779992,3.3535998,3.7361562,0.0050926036,1.6416398,0.003949187,0.00531475,0.0041625104,0.00412962,0.024142528,0.0037951253,0.0028180066,0.0057911417
Mia3,0.05540071,0.035158187,0.020515352,0.116041414,0.115682915,0.027097706,0.16917136,0.09790116,0.31886512,0.1803346,0.24918027,0.10831285,0.12701711,0.09636901,0.11470118
Mib1,0.063489236,0.0662902,0.013555108,0.36815897,0.08777464,0.023714859,0.22747003,0.21618134,0.40607208,0.27849877,0.19229184,0.15585941,0.10590418,0.12320453,0.07967516
Mib2,0.017151188,0.0148310475,0.02416111,0.03216017,0.022531362,0.01183203,0.039177127,0.0220177,0.09244533,0.05219472,0.058275733,0.087106116,0.021524781,0.026538352,0.026108457
Mical1,0.022781925,0.011678264,0.023912746,0.035371657,0.041070204,0.10617127,0.07063371,0.025447007,0.06377327,0.030958502,0.10377192,0.024038099,0.040512435,0.11793492,0.04448181
Mical2,0.023678144,0.036166888,0.4580887,0.63360375,0.7502326,0.008481718,2.6979964,0.14274779,0.6242181,0.53907007,0.3173201,0.043304067,0.04233302,0.09033698,0.03361474
Mical3,0.025106782,0.012823704,1.3912548,2.2776103,1.8140371,0.008320983,2.6662304,0.042918134,0.09368125,0.055562094,0.03968461,0.13504235,0.010767283,0.03661446,0.027292402
Micall1,0.011720837,0.012161589,0.34373704,0.37802106,0.43696466,0.16251889,0.56950194,0.054432485,0.13313577,0.06697769,0.033423766,0.043502085,0.027451735,0.01933593,0.014785827
Micu1,0.044063468,0.020021496,0.008566044,0.15598418,0.030758133,0.005271055,0.04424069,0.11571248,0.50140774,0.27493772,0.24030451,0.06660716,0.18092778,0.09389127,0.08547776
Micu2,0.048833758,0.033574764,0.0995712,0.23214148,0.18254808,0.016816353,0.19323143,0.11069958,0.37251684,0.13559498,0.15516141,0.04243228,0.14117967,0.073797785,0.15541466
Micu3,0.043958973,0.009947209,0.023862306,0.038202833,0.061973214,0.0030209704,0.13062768,0.036770683,0.07016917,0.04061844,0.08717748,0.13571677,0.019430887,0.060466666,0.016256714
Mid1,0.024366533,0.04324094,1.3286998,3.719419,3.745243,0.006673339,1.4420316,0.09385773,0.18200773,0.07256779,0.13289012,0.1143165,0.1526482,0.08092668,0.086856544
Mid1ip1,0.023809876,0.015739193,0.046316884,0.09073156,0.06474021,0.14281774,0.06834522,0.096984945,0.43161786,0.07578263,0.04585987,0.15465173,0.09214264,0.1073881,0.07255513
Mid2,0.012017424,0.030401152,0.15692437,0.34563953,0.19673952,0.016836649,0.1818666,0.055438068,0.012916925,0.07273116,0.040007133,0.116839245,0.004964968,0.024204772,0.0060474323
Midn,0.16047421,0.09209,0.21608989,0.24877396,0.3005023,0.53392196,0.3686526,0.34250966,0.47021985,0.37161884,0.2909741,0.1584386,0.25956008,0.2607517,0.3316183
Mief1,0.023000715,0.008999608,0.026589237,0.11402446,0.044174276,0.037114587,0.10582669,0.01513679,0.07017798,0.024603086,0.019986425,0.020707043,0.018488152,0.011656443,0.0106671145
Mien1,0.023647519,0.00842154,0.085178025,0.14420037,0.10628755,0.5255771,0.087820664,0.13257608,0.6985392,0.2819786,0.26200405,0.1381258,0.55648106,0.058958232,0.34636667
Mier1,0.23832935,0.10283904,0.043340974,0.30440664,0.14227717,0.006555211,0.14199823,0.32496879,0.4555371,0.42482352,0.2630857,0.1733743,0.21236478,0.19327316,0.25268063
Mier2,0.03528594,0.0086488305,0.020817414,0.03054207,0.04041795,0.01606212,0.016027512,0.022372654,0.10515204,0.047009338,0.05763013,0.02058879,0.043762278,0.028091954,0.037635006
Mier3,0.055319972,0.024875067,0.02908698,0.04832402,0.029632146,0.026980147,0.09132517,0.070810124,0.12977587,0.103897415,0.14843878,0.042386096,0.03419288,0.060139064,0.039243717
Mif,0.45540205,0.026597949,0.53166556,0.8881819,0.7045079,4.1156125,0.8235677,0.62703836,5.8507504,0.9788162,1.7341408,0.5195787,2.8800442,0.8195888,3.3568194
Mif4gd,0.13082738,0.022560019,0.12042267,0.17528877,0.13409112,0.14367186,0.08879392,0.0835886,0.5884503,0.09114473,0.12520713,0.25423583,0.17026256,0.067708716,0.18589641
Miip,0.018099792,0.013370762,0.0046671983,0.43098113,0.018476162,0.0068569914,0.012727055,0.042812403,0.108150505,0.060544483,0.05113672,0.07451029,0.051061083,0.031118026,0.06349616
Milr1,0.013181077,0.009815007,0.015639113,0.020654658,0.016134094,0.0072424025,0.011758285,0.041992825,0.017182134,0.019999826,0.023345966,0.07857325,0.3363422,0.019601922,0.02514166
Mink1,0.012314586,0.023466459,0.023124687,0.054920368,0.034209535,0.003656453,0.036370277,0.058911268,0.102103814,0.05969458,0.03575274,0.06712399,0.040686145,0.038869537,0.006513557
Minpp1,0.023059446,0.038595717,0.0153910015,0.022175916,0.033916194,0.10823015,0.06323446,0.10208913,0.23049466,0.16390185,0.19689111,0.08380803,0.097419634,0.0659503,0.23778151
Mios,0.030648513,0.012748698,0.025200123,0.08064621,0.08347412,0.0075662117,0.07454104,0.029849099,0.12953162,0.045507003,0.053450327,0.041888837,0.02691536,0.020670678,0.0565023
Mipep,0.006357816,0.015652932,0.028137233,0.11149402,0.07617629,0.12002997,0.047266994,0.026768338,0.12324864,0.04469767,0.050899066,0.065940246,0.04158552,0.03104482,0.055448357
Mipol1,0.024789656,0.012904397,0.02115064,0.10421579,0.067766696,0.004309806,0.20446414,0.01868688,0.06248206,0.03436234,0.023473019,0.043796785,0.0059660044,0.013643396,0.022052903
Mir142hg,0.038147733,0.0039339755,0.0020317086,0.006459272,0.0029256986,0.0041371654,0.0071507255,0.0009466182,0.004065488,0.0071248105,0.001781106,0.05732623,0.90147454,0.0006314325,0.028250797
Mir155hg,0.03904631,0.0029981988,0.01387496,0.01710907,0.017963719,0.0030985111,0.023196602,0.0031514429,0.018340668,0.011204417,0.004080758,0.02845697,0.067624874,0.0011619317,0.05932652
Mirg,0.011927737,0.006596502,0.0020285468,0.011394225,0.015225014,0.002944578,0.007632555,0.0026368536,0.12192784,0.015213629,0.11783741,0.050962627,0.0047828234,0.02849374,0.016657168
Mirt1,0.072147794,0.0053787804,0.0006924651,0.005682687,0.00336363,0.0029404087,0.007668001,0.0033622128,0.10310058,0.0074508158,0.0036828143,0.035056002,0.03354967,0.003472756,0.028966667
Mis12,0.060946453,0.013799567,0.0061795325,0.08894706,0.010158817,0.037172332,0.017030643,0.04384479,0.15449032,0.058559336,0.056274645,0.17205353,0.044674918,0.03549,0.026185868
Mis18a,0.049458165,0.01509407,0.008845035,0.11166509,0.009716299,0.056100655,0.015811456,0.0696886,0.22923744,0.117134094,0.07478878,0.030350469,0.120794274,0.035584223,0.3220624
Mis18bp1,0.0478601,0.014323996,0.0004188518,1.2183326,0.00391731,0.033742756,0.0039013189,0.058107447,0.14418265,0.11672715,0.075269476,0.06479999,0.04514545,0.042566188,0.05797143
Mitd1,0.017302353,0.021180341,0.016261296,0.031829447,0.03253636,0.011977281,0.012866937,0.095980205,0.29600003,0.15359202,0.06373712,0.06391921,0.057608414,0.03939336,0.11299441
Mitf,0.007038212,0.0035773304,1.6780869,1.8165894,2.0224361,0.00558836,0.9237304,0.006580336,0.022480182,0.007204763,0.020446656,0.02412202,0.1855738,0.012876753,0.0114389025
Mki67,0.13473001,0.091322385,0.0014214285,1.625435,0.007525709,0.25805014,0.008906322,0.14118603,0.40951657,0.2261155,0.17370579,0.20007709,0.20678148,0.10752163,0.08863921
Mkks,0.035109986,0.050463427,0.18383595,0.32711527,0.23014249,0.6928514,0.16089359,0.13582821,0.3934127,0.20974119,0.21566059,0.08245231,0.20007542,0.13518001,0.10749634
Mkln1,0.17545816,0.13185516,0.26122794,1.0019287,0.4041604,0.005274718,0.30880803,0.29268438,0.36685205,0.44247732,0.23469573,0.23721915,0.23936774,0.20602085,0.25123554
Mknk1,0.047972172,0.02164428,0.023616808,0.067450605,0.047885224,0.004419738,0.033596102,0.07710039,0.109782435,0.12162492,0.06432918,0.088397376,0.19632772,0.030558724,0.049290504
Mknk2,0.17817098,0.056306504,0.08394897,0.10957591,0.10463485,0.36575052,0.1289322,0.17498286,0.3461402,0.31775337,0.1100594,0.052805644,0.33571824,0.060873084,0.30056727
Mkrn1,0.08132595,2.9008973,0.09358572,0.12277693,0.10077195,0.27514687,0.13618605,0.087571666,0.5247229,0.11478529,0.20302233,0.12136115,0.48896697,0.09648197,0.2537003
Mkrn2,0.014381107,0.0062930123,0.050544463,0.072189346,0.06572139,0.11872933,0.035981745,0.04963057,0.14938837,0.06964613,0.080666624,0.022476083,0.051711194,0.04887518,0.053139914
Mlec,0.118795775,0.041343763,0.007495829,0.17945881,0.05428096,0.42810062,0.053051088,0.1534673,1.3600203,0.29718113,0.55942374,0.109872535,0.31140924,0.18629426,0.17688404
Mlf1,0.029990327,0.037212636,0.58445734,0.8902917,0.8165741,1.8484671,0.08560054,0.09277699,0.16618428,0.07434121,0.14746474,0.06555058,0.06338609,0.33307683,0.062252026
Mlf2,0.027463213,0.013208119,0.27398866,0.4655103,0.35349488,1.2827255,0.3313728,0.5315945,1.3775527,0.694776,0.7493617,0.6121042,0.40836862,0.42025518,0.13781682
Mlh1,0.017580971,0.008731246,0.032326,0.20608114,0.059607863,0.026609674,0.0430649,0.015528304,0.10763071,0.043165028,0.022477597,0.023439504,0.016938712,0.01190357,0.026332892
Mlip,0.0062453877,0.010370853,4.9444633,5.6942215,5.9030795,0.019923756,3.7134793,0.0065462543,0.018528054,0.0048963544,0.008995322,0.1328616,0.007057769,0.0031194459,0.0060991035
Mllt1,0.022949489,0.008212464,0.018597417,0.060398154,0.025580222,0.09068654,0.030573746,0.036888584,0.09613873,0.0510958,0.05009737,0.06548182,0.020831086,0.027140323,0.06089389
Mllt10,0.212871,0.054819874,0.71143824,1.8356826,0.9416116,0.0034957456,0.90239155,0.21636513,0.41904157,0.2879623,0.23383781,0.14872305,0.15519404,0.14465411,0.23780145
Mllt11,0.035946876,0.00523306,0.0051912265,0.018973313,0.023246322,0.08893102,0.1320944,0.03396273,0.115910694,0.07609405,0.08783309,0.10821945,0.050606076,0.04667137,0.06391375
Mllt3,0.0064544603,0.10965535,0.07122387,0.6484122,0.24989091,0.00264801,0.13105415,0.032190207,0.06505851,0.09898878,0.073655315,0.09408722,0.026195418,0.026757535,0.1144422
Mllt6,0.04138401,0.034428854,0.1707266,0.2008721,0.20247303,0.13151304,0.112134,0.096116304,0.13791393,0.08890073,0.06816635,0.10731951,0.116612464,0.081980616,0.027456136
Mlx,0.011536203,0.0060139527,0.036062367,0.040711585,0.042263106,0.08668497,0.057832085,0.05259234,0.18900979,0.0759634,0.069616705,0.0523452,0.09966892,0.02715394,0.061462287
Mlxip,0.072968885,0.019584866,0.124903664,0.17974883,0.14997019,0.0031119029,0.1295114,0.04835854,0.10976407,0.049822606,0.061017312,0.06498375,0.041536126,0.0282097,0.03941508
Mlxipl,0.0058303094,0.0035522433,0.28736612,0.53977627,0.25291923,0.002693845,0.24906895,0.00045998252,0.006730058,0.001779808,0.0011118583,0.023439463,0.0074930047,0.0011538131,0.005786827
Mlycd,0.022936648,0.014583925,0.1989411,0.19915044,0.24466258,0.44488683,0.041837804,0.04568601,0.17864597,0.06593708,0.08093356,0.04572897,0.052910067,0.046727158,0.06221937
Mmaa,0.006450784,0.015444746,0.062215228,0.11944104,0.07127993,0.07542233,0.08385901,0.022486495,0.08784899,0.022609951,0.026991682,0.063577905,0.017881978,0.013766465,0.010095357
Mmadhc,0.05785838,0.071331315,0.1944837,0.26484475,0.21727274,0.7270817,0.23430498,0.1767183,0.94507766,0.27616742,0.383495,0.1375922,0.24983844,0.1709239,0.17028542
Mmd,0.07337066,0.12862371,0.51296073,0.7525933,0.7552835,1.0662827,0.2629199,0.5069083,0.8863464,0.1654956,0.12228745,0.02656668,0.24711972,0.18171197,0.24801092
Mmgt1,0.018595582,0.00780504,0.02334923,0.069503896,0.028584674,0.17652324,0.018211713,0.034528445,0.17991133,0.05929995,0.07546984,0.079292245,0.037911378,0.0347795,0.037814796
Mmgt2,0.023375323,0.0033363916,0.013836756,0.048409488,0.038705863,0.0361117,0.009410812,0.029523123,0.1951845,0.09250239,0.09483254,0.045092683,0.046098545,0.041004185,0.060600515
Mmp10,0.021625955,0.008016171,0.0008079379,0.0060032946,0.0067938804,0.0015677159,0.0020382109,0.00011532087,0.0018845457,0.0019087577,0.00021390613,0.24328533,0.0021841226,0.0007257779,0.018324114
Mmp11,0.017440734,0.006389299,0.018098282,0.045327947,0.03312562,0.019847887,0.012818096,0.0133998925,0.049419526,0.007954766,0.066488884,0.025287125,0.008222385,0.054280013,0.016192526
Mmp12,0.02577258,0.010912887,0.0039639054,0.014556687,0.005597897,0.027618293,0.0029396315,0.006376115,0.044050317,0.019603934,0.01630255,0.1188237,0.8725911,0.0063679684,0.037774473
Mmp13,0.018921483,0.006198246,0.00047909378,0.0035111094,0.0014941986,0.005955791,0.00646907,0.001820666,0.021698361,0.002987893,0.005026208,0.29051563,0.11727198,0.0006728724,0.017141704
Mmp14,0.014325071,0.030148892,0.02842611,0.044594973,0.037455775,0.17152347,0.039622094,0.38260192,1.5631973,1.2867467,1.7273576,0.45046723,0.13916527,0.62283754,0.02508573
Mmp15,0.016483909,0.048085216,0.19810694,0.2736329,0.22872105,0.42075908,0.02228912,0.2248138,0.03247026,0.1126049,0.029470613,0.2891137,0.018460892,0.050995898,0.005648679
Mmp16,0.0076983734,0.0039686877,0.00064945105,0.014308109,0.0057066283,0.003606119,0.005531313,0.0053578746,0.45510095,0.02698663,0.40431824,0.029813264,0.0078115384,0.027135324,0.017809233
Mmp19,0.0193741,0.0100824265,0.0010340952,0.0042430717,0.003452971,0.017998563,0.0026370813,0.0053833905,0.38017634,0.025421714,0.07313841,0.031764407,0.16348976,0.0067935833,0.010985319
Mmp2,0.04412534,0.1201995,0.05839102,0.099974535,0.08772009,0.24196732,0.06511075,0.16300121,1.6578413,1.5142434,2.6613958,0.9937025,0.27692768,0.2748972,0.17430605
Mmp23,0.015226134,0.060963057,0.026611328,0.07766571,0.0358938,0.12214418,0.06885021,0.047368538,1.8811827,0.10152538,1.3993893,0.1780375,0.1290383,0.1059841,0.099284954
Mmp3,0.30884483,0.19589804,0.00035933632,0.005074081,0.0016613399,0.0027286122,0.0038874291,0.0003663934,0.01364086,0.0046103434,0.023078805,0.6715559,0.004023439,0.0007689933,0.31450573
Mmp8,0.007268109,0.01236283,0.00077314087,0.0031251805,0.0024004283,0.0021269906,0.006228958,0.00095243414,0.027237684,0.0021810387,0.0058644614,0.059608113,0.31233948,0.0018272243,0.010940116
Mmp9,0.02570294,0.012290739,0.0012775768,0.009827758,0.0029210842,0.0056635784,0.0042963712,0.004976419,0.03598935,0.01674506,0.0147862015,0.044905238,0.3517024,0.0051827678,0.006813509
Mmrn1,0.37780786,0.37083143,0.00068318413,0.024792643,0.0049785986,0.0076241083,0.005180167,0.008781629,0.017406601,0.0945263,0.00047656105,0.5550937,0.0017632545,0.0006139731,0.5004238
Mmrn2,0.03755597,0.20091046,0.08681977,0.18922189,0.09905719,0.07048907,0.07020724,0.94293195,0.10951409,1.6979102,0.05734054,0.10636542,0.054094475,0.13195805,0.0449838
Mms19,0.058328465,0.01669023,0.010678305,0.10563855,0.05770022,0.0034915644,0.08783698,0.064288214,0.1747517,0.07251121,0.076557964,0.088394344,0.06548017,0.035286184,0.03970609
Mms22l,0.038699415,0.017335849,0.00077483035,0.36957887,0.008561455,0.0134102795,0.0059357057,0.04904921,0.18650895,0.112188734,0.08313828,0.030863356,0.045596994,0.035553746,0.07168656
Mn1,0.006464528,0.016493028,0.001834314,0.029636314,0.009421293,0.02682146,0.004305731,0.043930266,0.18772802,0.048172057,0.09787541,0.023141786,0.009680404,0.05370029,0.016324624
Mnat1,0.09288804,0.05267497,0.27345026,0.53226894,0.41903603,0.00496246,0.62654465,0.17897,0.5786419,0.291809,0.2351881,0.12592477,0.15138307,0.12032311,0.16256107
Mndal,0.15569958,0.13163616,0.0060334783,0.01508251,0.005940491,0.05511481,0.012936728,0.50881135,0.12583779,0.038905688,0.033246208,0.04243623,0.38679913,0.16552208,0.09057187
Mnt,0.10439333,0.025946822,0.008059732,0.04276826,0.035203144,0.012178936,0.050899167,0.03133695,0.07474215,0.054929476,0.041152775,0.08439997,0.04127661,0.031044368,0.03862493
Mob1a,0.10664618,0.04968898,0.048457738,0.07481159,0.04851535,0.18658718,0.09566933,0.16248584,0.4399416,0.2414899,0.19414172,0.08208668,0.3081897,0.08780078,0.1650454
Mob1b,0.06854233,0.038702313,0.25988033,0.3656344,0.36641288,0.2427499,0.42862496,0.09283033,0.30871543,0.15812387,0.12859285,0.10548978,0.11130027,0.10463055,0.13019504
Mob2,0.11021756,0.09651997,0.07283488,0.16752452,0.10976653,0.047022615,0.08523829,0.25543,0.32606995,0.27842265,0.14627805,0.17295876,0.15928334,0.19672611,0.26170573
